,name,title,title2,title3,education
450,Dorothy A. Webb,PERA Professor of the Practice,,,"B.A., University of the Pacific; M.A., Brown University"
451,Shannon N.  Weber,Visiting Lecturer in Women's and Gender Studies,,,"A.B., Mount Holyoke College; M.A., Ph.D., University of California, Santa Barbara"
452,Akila Weerapana,Associate Professor of Economics,,,"B.A., Oberlin College; A.M., Ph.D., Stanford University"
453,Adam WeinerA1,Associate Professor of Russian,,,"B.A., M.A., Ph.D., University of Wisconsin (Madison)"
454,Cord J. Whitaker,Assistant Professor of English,,,"B.A., Yale University; M.A., Ph.D. Duke University"
455,Ellen B. Widmer,Mayling Soong Professor of Chinese Studies,Professor of East Asian Studies,,"B.A. Wellesley College; M.A., Fletcher School of Law and Diplomacy; M.A., Ph.D., Harvard University"
456,Michael Wiest,Associate Professor of Neuroscience,,,"B.A., Dartmouth College; M.S., Ph.D., Michigan State University"
457,Jeremy B. Wilmer,Assistant Professor of Psychology,,,"B.A., Williams College; Ph.D., Harvard University"
458,Tom Wilson,"Instructor in Physical Education, Recreation and Athletics",,,"B.S.Ed., M.A., Central Missouri State University"
459,Paul M. Wink,Nellie Zuckerman Cohen & Anne Cohen Heller Professor in Health Sciences,Professor of Psychology,,"B.A., M.A., University of Melbourne; Ph.D., University of California (Berkeley)"
460,Adele WolfsonA,Nan Walsh Schow ‘54 and Howard B. Schow Professor in the Physical and Natural Sciences,Professor of Chemistry,,"B.A., Brandeis University; Ph.D., Columbia University"
461,Kara Wong,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
462,Benjamin P. Wood,Assistant Professor of Computer Science,,,"B.A., Williams College; M.S., Ph.D., University of Washington"
463,Winifred Jane Wood,Senior Lecturer in the Writing Program,,,"B.A., University of Illinois (Urbana); M.A., University of Iowa; Ph.D., University of Massachusetts (Amherst)"
464,Hannah Woodruff,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
465,Elizabeth Marie Young,Knafel Assistant Professor of Humanities,Assistant Professor of Classical Studies,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
466,Ina Zdorovetchi,Music Performance Faculty in Harp,,,"B.M., Bucharest University of Music; B.M., Boston Conservatory; M.M., Boston University College of Fine Arts"
467,Paula H. Zeitlin,Senior Music Performance Faculty in Jazz Violin,,,"B.A., Earlham College; M.A., University of Chicago"
468,Weina Zhao,Senior Lecturer in Chinese,,,"B.A., Nanjing University; M.A., Clark University"
469,Eve Zimmerman,Barbara Morris Caspersen Associate Professor of Humanities,Associate Professor of Japanese,,"B.A., University of Pennsylvania; Ph.D., Columbia University"
470,Dan Zitnick,Lecturer in Middle Eastern Studies,,,"B.A., M.A., University of Michigan"
